BRINNUMMER;INSTELLINGSNAAM_VESTIGING;VESTIGINGSNUMMER;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;AANTAL_LEERLINGEN;AANTAL_ZITTENBLIJVERS;AANTAL_AFSTROMERS;AANTAL_OPSTROMERS
21ET;Scholengemeenschap Amsterdam-Zuid voor Atheneum Havo Mavo Vbo Lwoo;12;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;185;16;0;32
21ET;Scholengemeenschap ZAAM Zuid voor Havo Mavo Vbo Lwoo;04;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;469;43;21;9
21ET;Scholengemeenschap ZAAM zuid voor Vwo Havo Mavo Vbo Lwoo;00;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;877;63;23;10
21ET;Scholengemeenschap ZAAM Zuid voor Vwo Havo Mavo Vbo Lwoo;02;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;503;64;8;79
21ET;Scholengemeenschap ZAAM Zuid voor Vwo Havo Mavo Vbo Lwoo;07;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;408;16;4;28
21ET;Scholengemeenschap ZAAM Zuid voor Vwo Havo Mavo Vbo Lwoo;08;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;236;6;5;15
21EX;Theresialyceum voor gymnasium atheneum en havo;00;TILBURG;0855;TILBURG;Noord-Brabant;1511;126;42;11
21EX;Theresialyceum voor gymnasium atheneum en havo;01;TILBURG;0855;TILBURG;Noord-Brabant;4;0;1;0
21FF;Scholengemeenschap Reigersbos Atheneum Havo Mavo Leao;00;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;790;72;24;17
21FV;Sint Odulphuslyceum Scholengemeenschap voor VWO en HAVO;00;TILBURG;0855;TILBURG;Noord-Brabant;1415;67;47;11
21GD;Calandlyceum voor Gymnasium Atheneum Havo Vmbo;00;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;1937;212;172;83
21GD;Calandlyceum voor Gymnasium Atheneum Havo Vmbo locatie,  Lumion;01;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;810;77;20;36
21GU;Scholengroep Esloo PC RK Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;00;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;930;90;26;199
21GU;Scholengroep Esloo PC RK Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;04;VOORBURG;1916;LEIDSCHENDAM-VOORBURG;Zuid-Holland;211;39;3;2
21GU;Scholengroep Esloo PC RK Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;06;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;445;32;21;9
21GU;Scholengroep Esloo PC RK Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;07;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;1094;46;8;154
21GU;Scholengroep Esloo PC RK Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;08;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;279;12;7;9
21GU;Scholengroep Esloo PC RK Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;11;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;72;32;0;1
21GV;Scholengemeenschap Were Di voor Lyc Havo Mavo Vbo Lwoo;00;VALKENSWAARD;0858;VALKENSWAARD;Noord-Brabant;2554;139;98;85
21GW;Bonaventuracollege SGM voor Gym. Ath. Havo Vmbo;00;LEIDEN;0546;LEIDEN;Zuid-Holland;1202;87;48;193
21GW;Bonaventuracollege SGM voor Gym. Ath. Havo. Vmbo;01;ROELOFARENDSVEEN;1884;KAAG EN BRAASSEM;Zuid-Holland;243;11;5;31
21GW;Bonaventuracollege SGM voor Gym. Ath. Havo. Vmbo;02;LEIDEN;0546;LEIDEN;Zuid-Holland;1136;88;41;143
21GW;Bonaventuracollege SGM voor Gym. Ath. Havo. Vmbo;03;LEIDEN;0546;LEIDEN;Zuid-Holland;296;16;5;4
21GZ;Kwadrant Scholengroep  RK Regionale Scholengemeenschap voor Vwo Havo en Vmbo;00;DONGEN;0766;DONGEN;Noord-Brabant;1263;80;43;15
21GZ;Kwadrant Scholengroep RK Regionale Scholengemeenschap voor VWO HAVO en VMBO;06;OOSTERHOUT NB;0826;OOSTERHOUT;Noord-Brabant;458;14;12;33
21HC;Interconfessionele Scholengroep Westland voor Lyc Havo Mavo Vbo Lwoo;01;NAALDWIJK;1783;WESTLAND;Zuid-Holland;419;8;2;1
21HC;Interconfessionele Scholengroep Westland voor Lyc Havo Mavo Vbo Lwoo;03;'S-GRAVENZANDE;1783;WESTLAND;Zuid-Holland;802;33;24;5
21HC;Interconfessionele Scholengroep Westland voor Lyc Havo Mavo Vbo Lwoo;04;POELDIJK;1783;WESTLAND;Zuid-Holland;410;10;13;20
21HC;Interconfessionele Scholengroep Westland voor Lyc Havo Mavo Vbo Lwoo;05;MONSTER;1783;WESTLAND;Zuid-Holland;152;2;9;0
21HC;Interconfessionele Scholengroep Westland voor Lyc Havo Mavo Vbo Lwoo;08;NAALDWIJK;1783;WESTLAND;Zuid-Holland;132;4;0;0
21HC;Interconfessionele Scholengroep Westland voor Lyceum Havo Mavo Vbo Lwoo;00;NAALDWIJK;1783;WESTLAND;Zuid-Holland;1828;81;69;52
21HC;Interconfessionele Scholengroep Westland voor Lyceum Havo Mavo Vbo Lwoo;12;'S-GRAVENZANDE;1783;WESTLAND;Zuid-Holland;540;8;19;23
21SK;Mondial College;00;NIJMEGEN;0268;NIJMEGEN;Gelderland;1081;55;21;51
21SK;Mondial College;01;NIJMEGEN;0268;NIJMEGEN;Gelderland;517;21;6;4
21VB;Scholen aan Zee 1;00;DEN HELDER;0400;DEN HELDER;Noord-Holland;246;11;3;1
21VB;Scholen aan Zee 1;08;JULIANADORP;0400;DEN HELDER;Noord-Holland;26;0;0;1
21WE;Kaj Munk College voor Atheneum Havo Mavo;00;HOOFDDORP;0394;HAARLEMMERMEER;Noord-Holland;1994;201;55;267
22NE;College de Heemlanden School voor havo en atheneum;00;HOUTEN;0321;HOUTEN;Utrecht;1602;113;34;14
23AP;MY college voor VMBO;00;SPIJKENISSE;1930;NISSEWAARD;Zuid-Holland;450;40;28;10
23FY;Bossche Vakschool voor Mavo Vbo Lwoo;00;'S-HERTOGENBOSCH;0796;S HERTOGENBOSCH;Noord-Brabant;614;28;8;45
23GF;Stichting Joodse Kindergemeenschap Cheider MAVO HAVO VWO;00;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;38;4;0;8
23HC;RSG Lingecollege;00;TIEL;0281;TIEL;Gelderland;1083;68;28;42
23HC;RSG Lingecollege;01;TIEL;0281;TIEL;Gelderland;1630;97;41;70
23HC;RSG Lingecollege;02;TIEL;0281;TIEL;Gelderland;4;0;0;0
23JA;Grafisch Lyceum Rotterdam voor Mbo Bbo Mavo Vbo;01;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;489;16;4;3
23KU;Northgo College Openbare Scholengemeenschap voor Vmbo Havo Vwo;00;NOORDWIJK ZH;0575;NOORDWIJK;Zuid-Holland;815;24;27;64
23VD;Broeckland College voor Mavo Vbo Lwoo;00;BREUKELEN UT;1904;STICHTSE VECHT;Utrecht;624;7;2;1
23VL;Scholengemeenschap Pieter Zandt voor Lyceum Havo Mavo Vbo Lwoo;02;URK;0184;URK;Flevoland;519;6;55;11
23VL;Scholengemeenschap Pieter Zandt voor Vwo Havo Vmbo Pro;00;KAMPEN;0166;KAMPEN;Overijssel;1555;53;26;27
23VL;Scholengemeenschap Pieter Zandt voor Vwo Havo Vmbo Pro;03;IJSSELMUIDEN;0166;KAMPEN;Overijssel;267;0;10;12
23VL;Scholengemeenschap Pieter Zandt voorVwo Havo Mavo Vbo Lwoo;01;STAPHORST;0180;STAPHORST;Overijssel;420;4;24;17
23WU;Christelijke Scholengemeenschap voor Mavo en Vbo Eekeringe;00;STEENWIJK;1708;STEENWIJKERLAND;Overijssel;550;21;24;35
23YU;Nova College;00;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;237;4;0;4
23YU;Nova College - locatie Charles de Foucauld;04;SPIJKENISSE;1930;NISSEWAARD;Zuid-Holland;327;6;10;6
23YU;Nova College - locatie Montfort College;02;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;599;37;26;55
23YU;Nova College - locatie Palmentuin;08;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;255;12;0;38
23YU;Nova College - locatie Vak College Zuidrand;01;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;184;7;4;1
24PY;Stedelijk Dalton Lyceum voor Lyceum Havo Mavo Vbo Lwoo;00;DORDRECHT;0505;DORDRECHT;Zuid-Holland;815;63;25;0
24PY;Stedelijk Dalton Lyceum voor Lyceum Havo Mavo Vbo Lwoo;02;DORDRECHT;0505;DORDRECHT;Zuid-Holland;401;27;8;37
24PY;Stedelijk Dalton Lyceum voor Lyceum Havo Mavo Vbo Lwoo;05;DORDRECHT;0505;DORDRECHT;Zuid-Holland;1141;103;36;130
24PY;Stedelijk Dalton Lyceum voor Lyceum Havo Mavo Vbo Lwoo;08;DORDRECHT;0505;DORDRECHT;Zuid-Holland;183;108;0;4
24RW;Oostvaarders Coll. voor Lyceum Havo Mavo Vbo Lwoo loc. Montessori Lyc. Flevoland;04;ALMERE;0034;ALMERE;Flevoland;580;45;38;20
24RW;Oostvaarders College voor Lyceum Havo Mavo Vbo Lwoo;00;ALMERE;0034;ALMERE;Flevoland;1826;215;55;19
24RW;Oostvaarders College voor Lyceum Havo Mavo Vbo Lwoolocatie Buitenhout;03;ALMERE;0034;ALMERE;Flevoland;1223;43;29;36
24TF;Staring College Regionale Scholengemeenschap voor Ath Gymn Havo Vmbo;00;LOCHEM;0262;LOCHEM;Gelderland;1573;127;80;68
24TF;Staring College Regionale Scholengemeenschap voor Ath Gymn Havo Vmbo;01;BORCULO;1859;BERKELLAND;Gelderland;340;4;17;25
24TF;Staring College Regionale Scholengemeenschap voor Ath Gymn Havo Vmbo;02;BORCULO;1859;BERKELLAND;Gelderland;142;7;3;0
24TG;Gooise Scholen Federatie Weesp;00;WEESP;0457;WEESP;Noord-Holland;1345;63;60;67
24TG;Gooise Scholen Federatie Weesp, vwo, havo, vmbo, locatie Casparus College;04;WEESP;0457;WEESP;Noord-Holland;236;13;0;7
24TJ;Trajectum College, openbare scholengemeenschap voor vbo en mavo;00;UTRECHT;0344;UTRECHT;Utrecht;591;48;28;12
24TP;Merewade College Openbare Scholengemeenschap voor Ath Havo Mavo Vbo Lwoo;00;GORINCHEM;0512;GORINCHEM;Zuid-Holland;1134;49;22;171
24TP;Merewade College Openbare Scholengemeenschap voor Ath Havo Mavo Vbo Lwoo;02;GORINCHEM;0512;GORINCHEM;Zuid-Holland;548;16;7;16
24TP;Merewade College Openbare Scholengemeenschap voor Ath Havo Mavo Vbo Lwoo;05;GORINCHEM;0512;GORINCHEM;Zuid-Holland;88;28;0;12
24TR;NUOVO scholengroep, openbaar vmbo, mavo, havo, vwo;00;UTRECHT;0344;UTRECHT;Utrecht;1394;75;31;16
24TR;NUOVO SG opb. vmbo, mavo, havo ,vwo - vst. Ithaka, ISK La Bohemedreef;02;UTRECHT;0344;UTRECHT;Utrecht;131;73;0;4
24TR;NUOVO SG, opb. vmbo, mavo, havo, vwo -  vest. ACADEMIE TIEN;10;UTRECHT;0344;UTRECHT;Utrecht;379;10;8;17
24TR;NUOVO SG, opb. vmbo, mavo, havo, vwo - vest. Bisonspoor;14;MAARSSEN;1904;STICHTSE VECHT;Utrecht;294;118;0;14
24TR;NUOVO SG, opb. vmbo, mavo, havo, vwo - vest. Maetsuykerstraat;12;UTRECHT;0344;UTRECHT;Utrecht;169;65;0;13
24TR;NUOVO SG, opb. vmbo, mavo, havo, vwo - vestiging VOLT!;05;UTRECHT;0344;UTRECHT;Utrecht;683;64;25;26
24TR;NUOVO SG, opb. vmbo, mavo, havo, vwo - vst. X11 media en vormgeving Vondellaan;03;UTRECHT;0344;UTRECHT;Utrecht;605;7;13;70
25CL;Regionale Scholengemeenschap Stad en Esch voor Lyceum Havo Mavo Vbo Lwoo;00;MEPPEL;0119;MEPPEL;Drenthe;1301;73;70;19
25CL;Regionale Scholengemeenschap Stad en Esch voor Lyceum Havo Mavo Vbo Lwoo;01;MEPPEL;0119;MEPPEL;Drenthe;543;27;54;18
25CL;Regionale Scholengemeenschap Stad en Esch voor Lyceum Havo Mavo Vbo Lwoo;03;DIEVER;1701;WESTERVELD;Drenthe;214;21;14;14
25CL;Regionale Scholengemeenschap Stad en Esch voor Lyceum Havo Mavo Vbo Lwoo;04;MEPPEL;0119;MEPPEL;Drenthe;73;12;6;3
25CM;Christelijke Scholengemeenschap Liudger voor Lyceum Havo Mavo Vbo Lwoo Pro;00;DRACHTEN;0090;SMALLINGERLAND;Friesland;959;35;29;22
25CM;Christelijke Scholengemeenschap Liudger voor Lyceum Havo Mavo Vbo Lwoo Pro;04;DRACHTEN;0090;SMALLINGERLAND;Friesland;1195;99;43;4
25CM;Christelijke Scholengemeenschap Liudger voor Lyceum Havo Mavo Vbo Lwoo Pro;07;BURGUM;0737;TYTSJERKSTERADIEL;Friesland;530;11;31;29
25CM;Christelijke Scholengemeenschap Liudger voor Lyceum Havo Mavo Vbo Lwoo Pro;08;WASKEMEER;0085;OOSTSTELLINGWERF;Friesland;268;4;23;26
25CM;Christelijke Scholengemeenschap Liudger voor Lyceum Havo Mavo Vbo Lwoo Pro;12;BURGUM;0737;TYTSJERKSTERADIEL;Friesland;156;23;0;4
25CR;Bogerman Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;03;SNEEK;1900;SUDWEST-FRYSLAN;Friesland;639;28;20;67
25CR;Christelijke Scholengemeenschap Bogerman voor Lyceum Havo Mavo Vbo Lwoo;00;SNEEK;1900;SUDWEST-FRYSLAN;Friesland;1343;129;34;9
25CR;csg Bogerman voor Lyceum Havo Mavo Vbo Lwoo locatie Balk;10;BALK;1940;DE FRYSKE MARREN;Friesland;315;9;7;19
25CR;csg Bogerman voor Lyceum Havo Mavo Vbo Lwoo locatie Koudum;07;KOUDUM;1900;SUDWEST-FRYSLAN;Friesland;238;16;14;4
25CR;csg Bogerman voor Lyceum Havo Mavo Vbo Lwoo locatie Wommels;08;WOMMELS;1900;SUDWEST-FRYSLAN;Friesland;66;4;4;3
25CV;Bornego College Chr. Scholengemeenschap voor VMBO, Havo, Atheneum en Gymnasium;00;HEERENVEEN;0074;HEERENVEEN;Friesland;940;105;33;6
25CV;Bornego College Chr. SGM voor Atheneum Havo Mavo Vbo - vst. Kei College;02;HEERENVEEN;0074;HEERENVEEN;Friesland;247;16;6;8
25CV;Bornego College Chr. SGM voor Atheneum Havo Mavo Vbo vest. Junior & Mavo;01;HEERENVEEN;0074;HEERENVEEN;Friesland;520;26;29;17
25CV;Bornego College Chr. SGM voor Atheneum Havo Mavo Vbo vestiging Joure;03;JOURE;1940;DE FRYSKE MARREN;Friesland;345;7;22;19
25DA;Atlas College voor Lyceum Havo Mavo Vbo Lwoo;00;HOORN NH;0405;HOORN;Noord-Holland;1438;103;44;53
25DA;Atlas College voor Lyceum Havo Mavo Vbo Lwoo;02;HOORN NH;0405;HOORN;Noord-Holland;1365;121;44;76
25DA;Atlas College voor Lyceum Havo Mavo Vbo Lwoo;04;MEDEMBLIK;0420;MEDEMBLIK;Noord-Holland;401;17;12;17
25DA;Atlas College voor Lyceum Havo Mavo Vbo Lwoo;08;HOORN NH;0405;HOORN;Noord-Holland;936;95;7;16
25DA;Atlas College voor Lyceum Havo Mavo Vbo Lwoo Locatie De Triade;09;EDAM;0385;EDAM-VOLENDAM;Noord-Holland;361;5;13;17
25EF;Clusius College Alkmaar;01;ALKMAAR;0361;ALKMAAR;Noord-Holland;331;7;14;9
25EF;Clusius College Amsterdam;03;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;276;4;0;1
25EF;Clusius College Castricum;02;CASTRICUM;0383;CASTRICUM;Noord-Holland;1064;20;24;51
25EF;Clusius College Grootebroek;05;GROOTEBROEK;0532;STEDE BROEC;Noord-Holland;217;4;6;16
25EF;Clusius College Heerhugowaard;08;HEERHUGOWAARD;0398;HEERHUGOWAARD;Noord-Holland;289;9;12;15
25EF;Clusius College Hoorn;06;HOORN NH;0405;HOORN;Noord-Holland;474;12;19;25
25EF;Clusius College Purmerend;04;PURMEREND;0439;PURMEREND;Noord-Holland;801;16;16;49
25EF;Clusius College Schagen;09;SCHAGEN;0441;SCHAGEN;Noord-Holland;576;14;14;25
25FU;Linnaeus College Haarlem locatie Daaf Gelukschool voor Lyceum Havo Mavo Vbo Lwoo;08;HAARLEM;0392;HAARLEM;Noord-Holland;172;12;0;2
25FU;Linnaeus College Haarlem voor Lyceum Havo Mavo Vbo Lwoo;00;HAARLEM;0392;HAARLEM;Noord-Holland;364;5;22;38
25FX;Rooms Katholieke Scholengemeenschap Reynaert College Lyceum Havo Mavo Vbo Lwoo;00;HULST;0677;HULST;Zeeland;850;58;48;24
25FX;Rooms Katholieke Scholengemeenschap Reynaert College Lyceum Havo Mavo Vbo Lwoo;01;HULST;0677;HULST;Zeeland;462;22;5;39
25FY;Raayland College RK SGM v Gymn Ath Havo Mavo Vmbo Pro;00;VENRAY;0984;VENRAY;Limburg;1911;95;47;81
25GA;Scholen Combinatie Zoetermeer - Picasso Lyceum;00;ZOETERMEER;0637;ZOETERMEER;Zuid-Holland;1138;86;42;44
25GA;Scholen Combinatie Zoetermeer Stedelijk College;01;ZOETERMEER;0637;ZOETERMEER;Zuid-Holland;754;31;2;1
25GB;Marne College voor Atheneum Havo Mavo Vbo Lwoo;00;BOLSWARD;1900;SUDWEST-FRYSLAN;Friesland;1048;68;30;13
25GB;Marne College voor Atheneum Havo Mavo Vbo Lwoo;02;BOLSWARD;1900;SUDWEST-FRYSLAN;Friesland;331;4;4;5
25GC;Scholengemeenschap Breda voor Katholiek Lyceum Havo Mavo Vbo Lwoo;00;BREDA;0758;BREDA;Noord-Brabant;1141;73;41;40
25GC;Scholengemeenschap Breda voor Katholiek Lyceum Havo Mavo Vbo Lwoo;01;BREDA;0758;BREDA;Noord-Brabant;673;33;26;24
25GC;Scholengemeenschap Breda voor Katholiek Lyceum Havo Mavo Vbo Lwoo;02;BREDA;0758;BREDA;Noord-Brabant;1580;139;32;30
25GC;Scholengemeenschap Breda voor Katholiek Lyceum Havo Mavo Vbo Lwoo;03;ZUNDERT;0879;ZUNDERT;Noord-Brabant;281;16;10;17
25GC;Scholengemeenschap Breda voor Katholiek Lyceum Havo Mavo Vbo Lwoo;08;BAARLE-NASSAU;0744;BAARLE-NASSAU;Noord-Brabant;251;13;12;10
25GC;Scholengemeenschap Breda voor Katholiek Lyceum Havo Mavo Vbo Lwoo;09;BREDA;0758;BREDA;Noord-Brabant;359;19;18;5
25GC;Scholengemeenschap Breda voor Katholiek Lyceum Havo Mavo Vbo Lwoo;10;BREDA;0758;BREDA;Noord-Brabant;315;5;0;45
25GC;Scholengemeenschap Breda voor Katholiek Lyceum Havo Mavo Vbo Lwoo;11;BREDA;0758;BREDA;Noord-Brabant;160;17;5;0
25GD;Andreas College Christelijke Scholengemeenschap voor VWO Havo Vmbo;00;KATWIJK ZH;0537;KATWIJK;Zuid-Holland;580;9;1;55
25GD;Andreas College Christelijke Scholengemeenschap voor Vwo Havo Vmbo;01;KATWIJK ZH;0537;KATWIJK;Zuid-Holland;1252;53;47;45
25GE;Christelijke Scholengemeenschap Het Streek voor Lyceum Havo Mavo Vbo Lwoo;00;EDE GLD;0228;EDE;Gelderland;1474;53;39;47
25GE;Christelijke Scholengemeenschap Het Streek voor Lyceum Havo Mavo Vbo Lwoo;02;EDE GLD;0228;EDE;Gelderland;827;78;32;31
25GF;Dendroncollege RK SGM v Lyc Havo Mavo Vbo Lwoo;00;HORST;1507;HORST AAN DE MAAS;Limburg;2045;83;59;141
25GF;Dendroncollege RK SGM v Lyc Havo Mavo Vbo Lwoo;01;HORST;1507;HORST AAN DE MAAS;Limburg;91;41;0;9
25GL;Openb. SGM. Arnhem Noord voor lyceum, havo, mavo en vbo;04;ARNHEM;0202;ARNHEM;Gelderland;829;75;18;23
25GL;Openb. SGM. Arnhem Noord voor lyceum, havo, mavo en vbo;06;ARNHEM;0202;ARNHEM;Gelderland;753;49;6;100
25GL;Openb. SGM. Arnhem Noord. voor lyceum, havo, mavo en vbo;00;ARNHEM;0202;ARNHEM;Gelderland;1257;156;39;9
25GL;Openb. SGM. Arnhem Noord. voor lyceum, havo, mavo en vbo;10;ARNHEM;0202;ARNHEM;Gelderland;155;58;0;21
25GL;Openb. SGM. Arnhem Noord. voor lyceum, havo, mavo en vbo;11;ARNHEM;0202;ARNHEM;Gelderland;142;10;0;15
25GM;dr Aletta Jacobs College voor Lyc Havo Mavo Vbo Lwoo;00;HOOGEZAND;1952;MIDDEN-GRONINGEN;Groningen;1343;75;53;26
25GV;Aeres MAVO Bilthoven;11;BILTHOVEN;0310;DE BILT;Utrecht;231;22;7;18
25GV;Aeres VMBO Ede;05;EDE GLD;0228;EDE;Gelderland;451;9;24;25
25GV;Aeres VMBO Emmeloord;01;EMMELOORD;0171;NOORDOOSTPOLDER;Flevoland;403;6;9;14
25GV;Aeres VMBO Lelystad;07;LELYSTAD;0995;LELYSTAD;Flevoland;453;46;10;5
25GV;Aeres VMBO Maartensdijk;08;MAARTENSDIJK;0310;DE BILT;Utrecht;371;31;21;8
25GV;Aeres VMBO Nijkerk;09;NIJKERK GLD;0267;NIJKERK;Gelderland;355;5;22;6
25GV;Aeres VMBO Velp;10;VELP GLD;0275;RHEDEN;Gelderland;437;14;41;20
25KX;Lorentz Casimir Lyceum;00;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;1216;88;28;7
25LV;Scholengemeenschap De Rooi Pannen;00;TILBURG;0855;TILBURG;Noord-Brabant;983;37;140;39
25LV;Scholengemeenschap De Rooi Pannen;19;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;640;46;27;13
25LX;Internationale Schakelklas Breda;48;BREDA;0758;BREDA;Noord-Brabant;279;151;0;1
25LX;ROC West-Brabant locatie Effent VMBO;41;OOSTERHOUT NB;0826;OOSTERHOUT;Noord-Brabant;752;42;0;53
25LX;ROC West-Brabant locatie Scala VMBO;33;TETERINGEN;0758;BREDA;Noord-Brabant;863;47;9;25
25MB;Stg ROC Summa College;00;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;852;107;13;52
25MB;Stg ROC Summa College;36;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;244;89;1;1
25MG;Commanderij College voor gymnasium atheneum havo vmbo  en praktijkonderwijs;00;GEMERT;1652;GEMERT-BAKEL;Noord-Brabant;1438;68;116;38
25MG;Commanderij College voor gymnasium atheneum havo vmbo en praktijkonderwijs;02;GEMERT;1652;GEMERT-BAKEL;Noord-Brabant;749;15;8;12
25MG;Commanderij College voor gymnasium atheneum havo vmbo en praktijkonderwijs;03;BEEK EN DONK;1659;LAARBEEK;Noord-Brabant;573;26;0;12
26CC;Helicon Opleidingen;05;KESTEREN;1740;NEDER-BETUWE;Gelderland;320;6;8;13
26CC;Helicon Opleidingen;06;NIJMEGEN;0268;NIJMEGEN;Gelderland;475;22;28;17
26CC;Helicon Opleidingen;08;'S-HERTOGENBOSCH;0796;S HERTOGENBOSCH;Noord-Brabant;601;20;17;10
26CC;Helicon Opleidingen;13;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;455;7;4;17
27DG;de Passie, Evangelische School voor Vmbo-tl, Havo, Vwo;00;UTRECHT;0344;UTRECHT;Utrecht;936;61;39;8
27MD;Kennemer College;00;BEVERWIJK;0375;BEVERWIJK;Noord-Holland;1607;139;63;1
27MD;Kennemer College;01;HEEMSKERK;0396;HEEMSKERK;Noord-Holland;792;61;12;40
27MD;Kennemer College;02;HEEMSKERK;0396;HEEMSKERK;Noord-Holland;864;79;6;39
27RW;de Passie Evangelische School voor Vmbo-tl, Havo, Atheneum, Gymnasium;00;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;639;46;31;21
27VD;Aeres VMBO Almere;00;ALMERE;0034;ALMERE;Flevoland;865;24;30;36
27VG;Porta Mosana College;00;MAASTRICHT;0935;MAASTRICHT;Limburg;1413;86;33;8
27VG;Porta Mosana College;01;MAASTRICHT;0935;MAASTRICHT;Limburg;488;42;10;20
27VG;Porta Mosana College;04;MAASTRICHT;0935;MAASTRICHT;Limburg;609;5;0;47
27ZH;Sint-Maartenscollege;00;MAASTRICHT;0935;MAASTRICHT;Limburg;1026;176;22;34
27ZH;Sint-Maartenscollege;02;MAASTRICHT;0935;MAASTRICHT;Limburg;969;64;36;119
27ZJ;Bonnefantencollege;00;MAASTRICHT;0935;MAASTRICHT;Limburg;505;28;12;83
27ZJ;Bonnefantencollege;01;MAASTRICHT;0935;MAASTRICHT;Limburg;149;13;0;19
27ZJ;Bonnefantencollege;02;MAASTRICHT;0935;MAASTRICHT;Limburg;860;43;28;127
28DH;IJburg College voor Vwo Havo Mavo en Vbo;00;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;812;70;21;89
28DH;IJburg College voor Vwo Havo Mavo en Vbo;01;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;621;63;15;93
29WG;de Passie, Evangelische school voor Vmbo-tl, Havo, Vwo;00;WIERDEN;0189;WIERDEN;Overijssel;652;23;26;11
29YT;Zuiderzee College voor VMBO;00;ZAANDAM;0479;ZAANSTAD;Noord-Holland;712;47;0;22
29ZT;SvPO Kapelle - Isaac Beeckman Academie voor vwo en havo;00;KAPELLE;0678;KAPELLE;Zeeland;392;21;11;2
30AU;Citadel College voor vwo havo mavo vbo en lwoo;00;LENT;0268;NIJMEGEN;Gelderland;428;4;0;4
30AU;Citadel College voor vwo havo mavo vbo en lwoo;01;LENT;0268;NIJMEGEN;Gelderland;1011;59;16;46
30BC;SiNTLUCAS;00;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;473;18;2;52
30BE;Houtens;00;HOUTEN;0321;HOUTEN;Utrecht;664;28;4;16
30BG;Winford Utrecht VO;00;UTRECHT;0344;UTRECHT;Utrecht;7;0;0;0
30BH;Winford Den Haag VO;00;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;4;0;0;0
30BJ;Winford Amsterdam VO;00;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;4;0;0;0
30BK;Winford Leiden VO;00;LEIDEN;0546;LEIDEN;Zuid-Holland;3;0;0;0
30BP;Luzac Lyceum Breda;00;BREDA;0758;BREDA;Noord-Brabant;3;0;0;0
30BR;Luzac Lyceum Eindhoven;00;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;1;0;0;0
30BT;Luzac Lyceum Den Haag;00;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;8;0;0;0
30BU;Luzac Lyceum Haarlem;00;HAARLEM;0392;HAARLEM;Noord-Holland;3;0;0;0
30BV;Luzac Lyceum Hilversum;00;HILVERSUM;0402;HILVERSUM;Noord-Holland;1;0;0;0
30BX;Luzac Lyceum Utrecht;00;UTRECHT;0344;UTRECHT;Utrecht;1;0;0;0
30BY;Luzac Lyceum Zwolle;00;ZWOLLE;0193;ZWOLLE;Overijssel;1;0;0;0
30BZ;Luzac Lyceum Amersfoort;00;AMERSFOORT;0307;AMERSFOORT;Utrecht;2;0;0;0
30DU;Instituut Blankestijn;00;UTRECHT;0344;UTRECHT;Utrecht;6;0;0;0
30EU;Markland College Zevenbergen;00;ZEVENBERGEN;1709;MOERDIJK;Noord-Brabant;1117;68;42;58
